gene_id	n_variants	mean_fst	max_fst	fst_YRI_vs_CEU	fst_YRI_vs_CHB	fst_CEU_vs_CHB	in_sweep	n_conv_groups	max_h12
PHF11	14	0.095492	0.225225	0.153734	0.030378	0.062574	False	0	0.0
TRAPPC8	83	0.09547	0.218953	0.070658	0.049218	0.020253	False	0	0.0
RP1	176	0.095444	0.153785	0.102518	0.153785	0.134496	False	0	0.0
LY6G6F-LY6G6D	25	0.095434	0.196464	0.196464	0.107081	0.03017	False	0	0.0
ETFB	29	0.095429	0.134448	0.09004	0.134448	0.118522	False	0	0.0
DLC1	126	0.095428	0.147013	0.106354	0.131772	0.147013	False	0	0.0
LOC101926935	10	0.095424	0.14914	0.096982	0.108698	0.14914	False	0	0.0
RGPD2	35	0.095419	0.192164	0.126742	0.192164	0.031505	False	0	0.0
CEP72	68	0.095398	0.124905	0.116686	0.111074	0.115848	False	0	0.0
MESP1	47	0.095394	0.24385	0.091	0.24385	0.090749	False	0	0.0
MRPL28	40	0.095392	0.181991	0.15368	0.181991	0.00514	False	0	0.0
LOC100130207	12	0.095383	0.209487	0.209487	0.018525	0.125445	False	0	0.0
OR4F17	33	0.09538	0.176172	0.176172	0.052884	0.096389	False	0	0.0
KCNMA1	124	0.095377	0.182698	0.141051	0.182698	0.028648	False	0	0.0
CNOT3	65	0.095356	0.139956	0.110337	0.139956	0.04487	False	0	0.0
SPTA1	205	0.095355	0.149168	0.147333	0.149168	0.0	False	0	0.0
PKD1L3	178	0.095348	0.153219	0.066054	0.153219	0.098008	False	0	0.0
UBE2J2	41	0.095328	0.202237	0.120401	0.202237	0.031646	False	0	0.0
MPZL2	25	0.095327	0.167302	0.162585	0.140373	0.006376	False	0	0.0
FEV	14	0.095312	0.212125	0.212125	0.048923	0.080287	False	0	0.0
MEX3C	50	0.095296	0.17776	0.17776	0.061677	0.083375	False	0	0.0
SART1	54	0.095295	0.13927	0.13927	0.136296	0.054663	False	0	0.0
NDUFA6-DT	7	0.09529	0.15588	0.109342	0.139907	0.026715	False	0	0.0
COQ8A	76	0.095285	0.166081	0.137936	0.02333	0.166081	False	0	0.0
RNF222	24	0.095284	0.186049	0.022933	0.186049	0.156156	False	0	0.0
GPX6	20	0.095281	0.207371	0.164053	0.059483	0.044739	False	0	0.0
NDUFV3	34	0.095253	0.242881	0.03234	0.242881	0.109571	False	0	0.0
LOC105375817	16	0.095249	0.217715	0.140964	0.217715	0.032014	False	0	0.0
SMTNL2	46	0.095221	0.224328	0.08081	0.224328	0.112183	False	0	0.0
INSYN1	31	0.095205	0.211132	0.053272	0.211132	0.062489	False	0	0.0
DIO1	15	0.0952	0.174717	0.124136	0.044865	None	False	0	0.0
NHEJ1	16	0.095196	0.095492	0.095492	0.094605	None	False	0	0.0
MAP7	70	0.095192	0.179198	0.179198	0.032499	0.120853	False	0	0.0
CCDC25	9	0.09518	0.233379	0.005968	0.141371	0.233379	False	0	0.0
SH3GLB2	54	0.095175	0.174651	0.174651	0.056635	0.11597	False	0	0.0
SPINK5	78	0.095174	0.174063	0.174063	0.10223	0.050052	False	0	0.0
SAA1	25	0.095162	0.12191	0.12191	0.099937	0.114468	False	0	0.0
LCE5A	13	0.095153	0.180875	0.154992	0.139899	0.0	False	0	0.0
C20orf203	26	0.095135	0.255299	0.09923	0.055029	0.255299	False	0	0.0
ACP2	26	0.095119	0.249804	0.131517	0.022365	0.249804	False	0	0.0
PTPN5	43	0.095113	0.16586	0.115561	0.07595	0.028431	False	0	0.0
RMDN3	28	0.095103	0.131102	0.117187	0.131102	0.085463	False	0	0.0
PLK1	23	0.095079	0.147996	0.135611	0.147996	0.01818	False	0	0.0
ERCC6	145	0.095076	0.137551	0.112584	0.125185	0.086052	False	0	0.0
LOC84773-CYHR1	12	0.095075	0.153131	0.101734	0.036098	0.153131	False	0	0.0
TMEM256	4	0.095065	0.095065	0.095065	None	None	False	0	0.0
KRT24	43	0.095055	0.163682	0.080828	0.163682	0.05256	False	0	0.0
LOC107986053	4	0.095027	0.212698	0.073592	0.04609	0.212698	False	0	0.0
ADIPOR2	20	0.095023	0.186664	0.084048	0.186664	0.073491	False	0	0.0
NIBAN3	93	0.095008	0.177178	0.044758	0.177178	0.163851	False	0	0.0
OR2AT4	23	0.095008	0.162224	0.162224	0.156265	0.001359	False	0	0.0
MINDY4B	30	0.095001	0.187169	0.187169	0.170892	0.0	False	0	0.0
DENND5B	56	0.094986	0.183435	0.129723	0.183435	0.043827	False	0	0.0
NECTIN3	47	0.09498	0.237081	0.022822	0.189502	0.237081	False	0	0.0
CCDC8	38	0.094978	0.153002	0.076195	0.153002	0.09339	False	0	0.0
ABCC6	129	0.094963	0.159167	0.051093	0.090579	0.159167	False	0	0.0
NLRX1	105	0.094961	0.208154	0.0779	0.052714	0.208154	False	0	0.0
EIF2B3	19	0.094953	0.189927	0.157556	0.12201	0.005275	False	0	0.0
PAQR9	31	0.094935	0.164552	0.057059	0.162256	0.164552	False	0	0.0
PIK3C2G	117	0.09493	0.139476	0.139476	0.096328	0.092441	False	0	0.0
SORBS2	113	0.094916	0.158547	0.126789	0.158547	0.042031	False	0	0.0
CASP10	39	0.094912	0.143336	0.063146	0.143336	0.119154	False	0	0.0
INPP5J	94	0.094912	0.137666	0.083363	0.12313	0.137666	False	0	0.0
CFAP99	69	0.094905	0.210688	0.066999	0.210688	0.053788	False	0	0.0
FADS6	56	0.094893	0.164658	0.159001	0.128172	0.019616	False	0	0.0
SLC35D3	24	0.094881	0.164526	0.147617	0.161499	0.0	False	0	0.0
LOC124900389	51	0.094865	0.184413	0.08477	0.184413	0.11319	False	0	0.0
ANAPC4	23	0.094864	0.147936	0.077737	0.147936	0.092504	False	0	0.0
SPINT4	11	0.094838	0.214805	0.214805	0.130173	0.014001	False	0	0.0
POMT2	62	0.094832	0.173699	0.0823	0.173699	0.076498	False	0	0.0
PCDHA8	83	0.094831	0.174804	0.106349	0.174804	0.036397	False	0	0.0
CHRNA2	47	0.094824	0.156152	0.109322	0.089179	0.156152	False	0	0.0
SPATA12	13	0.094821	0.135802	0.126264	0.135802	None	False	0	0.0
LOC284344	10	0.094816	0.25715	0.070675	0.083842	0.25715	False	0	0.0
LACTB	37	0.094812	0.197842	0.053048	0.197842	0.163864	False	0	0.0
BRD9	66	0.094788	0.150091	0.131867	0.150091	0.048558	False	0	0.0
NPTN	11	0.094782	0.095753	0.095753	0.095753	None	False	0	0.0
BTBD11	55	0.094763	0.165588	0.119327	0.165588	0.087162	False	0	0.0
HIF3A	75	0.094759	0.183851	0.094135	0.183851	0.08809	False	0	0.0
ACO1	56	0.094757	0.178345	0.112417	0.178345	0.076955	False	0	0.0
ERCC5	77	0.094747	0.130835	0.089324	0.130835	0.097669	False	0	0.0
CEP128	70	0.094742	0.15661	0.107906	0.15661	0.049632	False	0	0.0
FOXE1	30	0.094737	0.232011	0.118537	0.058051	0.232011	False	0	0.0
PYCR2	18	0.09473	0.221215	0.055271	0.100742	0.008431	False	0	0.0
PCSK9	84	0.094696	0.207047	0.094328	0.207047	0.068483	False	0	0.0
N6AMT1	16	0.094693	0.211994	0.034317	0.124277	0.211994	False	0	0.0
CBR3	21	0.094688	0.187054	0.187054	0.133658	0.005899	False	0	0.0
PER1	97	0.094668	0.262309	0.096951	0.047962	0.262309	False	0	0.0
KLHL12	31	0.094664	0.134872	0.07044	0.134872	0.124975	False	0	0.0
FCMR	30	0.094663	0.178372	0.177868	0.0	0.178372	False	0	0.0
AVPR1B	28	0.094662	0.191842	0.161335	0.191842	0.001368	False	0	0.0
MOXD1	37	0.094648	0.154169	0.116609	0.08622	0.154169	False	0	0.0
AGAP5	50	0.094646	0.251197	0.082605	0.049018	0.251197	False	0	0.0
ZNF83	73	0.094641	0.146706	0.07516	0.144832	0.146706	False	0	0.0
CLPB	54	0.09464	0.176979	0.176979	0.040311	0.111041	False	0	0.0
A2M	71	0.094631	0.218495	0.048767	0.218495	0.095413	False	0	0.0
TASOR2	150	0.094623	0.16585	0.093032	0.092437	0.16585	False	0	0.0
SLC29A4	66	0.094599	0.109621	0.07991	0.103804	0.071007	False	0	0.0
TMEM94	68	0.094596	0.183005	0.132357	0.00599	0.183005	False	0	0.0
LOC105374647	13	0.094571	0.180768	0.046285	0.180768	0.146967	False	0	0.0
SOCS3-DT	8	0.094566	0.174398	0.057046	0.174398	0.164214	False	0	0.0
CBY3	24	0.094539	0.162578	0.146634	0.162578	0.003351	False	0	0.0
TUFT1	32	0.094533	0.153236	0.153236	0.079067	0.108618	False	0	0.0
DLG1	42	0.09453	0.254899	0.075255	0.04748	0.027914	False	0	0.0
DPP8	40	0.094521	0.175007	0.175007	0.161748	0.001517	False	0	0.0
RBP5	18	0.094517	0.157714	0.109082	0.078753	0.157714	False	0	0.0
RBMS1	20	0.094507	0.183835	0.064503	0.183835	0.078607	False	0	0.0
TMEM150A	19	0.094504	0.094504	None	None	None	False	0	0.0
MYO19	126	0.094499	0.156054	0.139728	0.156054	0.041368	False	0	0.0
TMEM39B	25	0.094492	0.157119	0.157119	0.083701	0.073762	False	0	0.0
NDUFC2	9	0.094485	0.121116	0.112124	0.087135	0.057564	False	0	0.0
RHBDL2	19	0.094483	0.194398	0.194398	0.086107	0.055817	False	0	0.0
IGHVIII-26-1	8	0.094471	0.119624	0.102196	0.111245	None	False	0	0.0
ELAVL1	18	0.094449	0.175783	0.031071	0.131817	0.175783	False	0	0.0
QRSL1	36	0.094413	0.200415	0.076115	0.086182	0.200415	False	0	0.0
CCDC115	14	0.09441	0.097999	None	0.097999	None	False	0	0.0
ZAP70	49	0.094409	0.179694	0.067604	0.050122	0.179694	False	0	0.0
CPA5	56	0.094374	0.176267	0.06316	0.176267	0.067223	False	0	0.0
VPS16	53	0.094368	0.149271	0.075889	0.138464	0.063515	False	0	0.0
ASCL1	26	0.094347	0.185627	0.035683	0.181958	0.185627	False	0	0.0
ADH5	12	0.094343	0.126399	0.070616	0.126399	None	False	0	0.0
PRR12	150	0.094325	0.18449	0.157051	0.18449	0.016961	False	0	0.0
WIPF3	48	0.094312	0.202978	0.064095	0.202978	0.116876	False	0	0.0
CNTROB	77	0.094311	0.130492	0.017147	0.125071	0.130492	False	0	0.0
PPP2R3A	78	0.094309	0.161935	0.104382	0.161935	0.135954	False	0	0.0
CLC	10	0.094302	0.272661	0.013921	0.272661	0.170524	False	0	0.0
PAX9	15	0.094287	0.183132	0.106529	0.183132	0.009689	False	0	0.0
SEPTIN10	58	0.09427	0.217094	0.064943	0.217094	0.048131	False	0	0.0
CYP27C1	33	0.094265	0.224297	0.132676	0.224297	0.022945	False	0	0.0
FBXL8	22	0.094264	0.168845	0.168845	0.140816	0.016912	False	0	0.0
GCH1	18	0.094261	0.190567	0.190567	0.018291	0.142792	False	0	0.0
XYLB	85	0.094254	0.153938	0.12771	0.153938	0.020292	False	0	0.0
ZFYVE26	133	0.094253	0.160087	0.122755	0.062599	0.160087	False	0	0.0
EIF3F	20	0.094252	0.18525	0.101374	0.18525	0.093437	False	0	0.0
CACNA1H	422	0.094217	0.176635	0.056672	0.137723	0.176635	False	0	0.0
C4orf36	20	0.094207	0.162752	0.162752	0.11913	0.054876	False	0	0.0
HAO2	41	0.094181	0.174303	0.174303	0.160142	0.009691	False	0	0.0
CRYL1	24	0.09418	0.212535	0.059265	0.212535	0.077485	False	0	0.0
GZMK	16	0.094153	0.117035	0.117035	0.104905	0.041223	False	0	0.0
OSTF1	9	0.094153	0.20767	0.151439	None	0.013889	False	0	0.0
EFR3B	38	0.094127	0.229261	0.094323	0.056937	0.229261	False	0	0.0
SPRR2A	5	0.094116	0.223498	0.223498	0.008607	None	False	0	0.0
OR5H1	36	0.094113	0.171268	0.152096	0.171268	0.0	False	0	0.0
ACTL6A	14	0.094107	0.224804	0.0	0.214145	0.224804	False	0	0.0
C16orf89	54	0.09409	0.147638	0.142319	0.147638	0.044255	False	0	0.0
EPB41	55	0.094065	0.149866	0.103352	0.149866	0.041389	False	0	0.0
PDE4C	66	0.094041	0.241394	0.039105	0.110701	0.241394	False	0	0.0
ARHGEF28	118	0.094025	0.148693	0.148693	0.139316	0.07184	False	0	0.0
MAST1	55	0.094012	0.214343	0.148064	0.027268	0.214343	False	0	0.0
TTN-AS1	10	0.093999	0.165267	0.0	0.165267	0.135313	False	0	0.0
LOC107985176	4	0.093957	0.165365	0.165365	0.000515	0.160851	False	0	0.0
ZNF276	78	0.093957	0.210277	0.115655	0.061415	0.210277	False	0	0.0
PRR5-ARHGAP8	115	0.093946	0.125723	0.125723	0.103551	0.0927	False	0	0.0
LOC105369844	8	0.093919	0.093919	None	0.093919	None	False	0	0.0
GPS1	42	0.093896	0.191097	0.037854	0.191097	0.107278	False	0	0.0
KRT74	62	0.093896	0.172177	0.145937	0.172177	0.055879	False	0	0.0
DAGLA	50	0.093894	0.160843	0.054141	0.136984	0.160843	False	0	0.0
GPR39	34	0.093882	0.197919	0.154512	0.197919	0.005442	False	0	0.0
HMGA2	34	0.093874	0.155465	0.155465	0.146066	0.027691	False	0	0.0
LINC02201	6	0.09387	0.148148	0.0	0.148148	None	False	0	0.0
TOR3A	30	0.093838	0.184486	0.119835	0.137936	0.011177	False	0	0.0
MT1M	11	0.093836	0.196057	0.196057	None	0.025323	False	0	0.0
PCDH9	60	0.093831	0.176566	0.176566	0.135235	0.016481	False	0	0.0
MSANTD3	18	0.093818	0.138405	0.120911	0.108193	0.138405	False	0	0.0
RAMP1	13	0.093807	0.213424	0.022309	0.157336	0.213424	False	0	0.0
SLC1A2	42	0.093807	0.156957	0.118008	0.151521	0.005442	False	0	0.0
TMEM237	22	0.093806	0.201189	0.054738	0.101158	0.201189	False	0	0.0
LINC02851	4	0.093804	0.112466	0.112466	None	None	False	0	0.0
COL14A1	121	0.093801	0.158653	0.124322	0.088647	0.158653	False	0	0.0
TNFRSF1A	36	0.0938	0.253886	0.044305	0.119336	0.253886	False	0	0.0
SATB1	27	0.093786	0.196695	0.029167	0.196695	0.193426	False	0	0.0
ARHGAP19-SLIT1	3	0.093781	0.241972	0.241972	None	0.039372	False	0	0.0
MRPL37	30	0.093773	0.154895	0.046213	0.117853	0.154895	False	0	0.0
ATP4B	27	0.093769	0.158173	0.089384	0.158173	0.038545	False	0	0.0
RELL2	28	0.093764	0.214217	0.067126	0.214217	0.070021	False	0	0.0
NDUFB10	17	0.093761	0.234366	0.109059	0.061035	0.234366	False	0	0.0
METTL27	28	0.093758	0.200986	0.200986	0.030667	0.109927	False	0	0.0
MAP2K7	32	0.093751	0.132276	0.063489	0.132276	0.118768	False	0	0.0
HIVEP3	202	0.093748	0.173113	0.086116	0.116897	0.173113	False	0	0.0
KRT17	45	0.093746	0.158971	0.13856	0.158971	0.018357	False	0	0.0
CACNA1C	118	0.093744	0.151618	0.151618	0.114935	0.056506	False	0	0.0
FGFRL1	58	0.093741	0.18378	0.147473	0.066137	0.061481	False	0	0.0
ENPP3	66	0.093736	0.167016	0.167016	0.068047	0.090595	False	0	0.0
CD34	22	0.093732	0.228998	0.115017	0.04786	0.228998	False	0	0.0
GAREM2	71	0.093721	0.143898	0.143898	0.107184	0.079762	False	0	0.0
MISP	84	0.093713	0.153403	0.153403	0.047004	0.145345	False	0	0.0
CYFIP2	42	0.09371	0.175011	0.175011	0.124052	0.03825	False	0	0.0
PAX8-AS1	20	0.093709	0.205746	0.094753	0.205746	0.105661	False	0	0.0
PTPN12	70	0.093706	0.149006	0.087573	0.113936	0.149006	False	0	0.0
APAF1	44	0.093689	0.167993	0.076437	0.167993	0.077397	False	0	0.0
GABRR1	38	0.093688	0.181835	0.051219	0.181835	0.129272	False	0	0.0
LOC107986453	4	0.093679	0.093679	None	0.093679	None	False	0	0.0
FGD4	61	0.093662	0.147026	0.147026	0.140097	0.048815	False	0	0.0
ZNF827	116	0.093659	0.145756	0.132036	0.07577	0.145756	False	0	0.0
ZNF107	105	0.093656	0.129118	0.120423	0.094439	0.129118	False	0	0.0
MMEL1	74	0.093652	0.222235	0.222235	0.076555	0.046579	False	0	0.0
SELENOI	19	0.093638	0.18508	0.18508	0.093379	0.012898	False	0	0.0
ANXA3	29	0.093634	0.11897	0.092504	0.118024	0.11897	False	0	0.0
KL	61	0.093625	0.137688	0.137688	0.098004	0.123328	False	0	0.0
OPRM1	91	0.093608	0.113539	0.077597	0.108139	0.113539	False	0	0.0
ZSCAN10	50	0.093606	0.264393	0.054281	0.264393	0.125691	False	0	0.0
ZNF587B	54	0.093604	0.230551	0.110676	0.077576	0.010948	False	0	0.0
GLT8D2	41	0.0936	0.135332	0.099937	0.135332	0.103893	False	0	0.0
OR6J1	42	0.093598	0.169424	0.124438	0.169424	0.001802	False	0	0.0
PALM3	46	0.09359	0.13461	0.13461	0.130951	0.065116	False	0	0.0
PPAN-P2RY11	93	0.093587	0.160849	0.160849	0.124624	0.060874	False	0	0.0
LOC101929492	5	0.093585	0.151656	0.123511	0.151656	0.049607	False	0	0.0
MEFV	81	0.093576	0.145324	0.050058	0.092236	0.075167	False	0	0.0
KRTAP27-1	9	0.093553	0.167301	0.167301	0.0	None	False	0	0.0
RABGAP1L	57	0.093553	0.157131	0.107023	0.157131	0.090506	False	0	0.0
IGHV3-42	8	0.093538	0.269228	0.025312	None	0.269228	False	0	0.0
SETD6	49	0.093531	0.254408	0.062586	0.07933	0.254408	False	0	0.0
TRBV8-2	5	0.093527	0.218801	0.003055	0.218801	0.189726	False	0	0.0
UPF3A	91	0.093511	0.15524	0.119487	0.15524	0.100127	False	0	0.0
GARIN3	41	0.093505	0.194058	0.056854	0.194058	0.06894	False	0	0.0
CELSR3	158	0.093503	0.208416	0.114049	0.109746	0.0	False	0	0.0
JADE2	73	0.093503	0.211523	0.049636	0.211523	0.138672	False	0	0.0
HSD17B4	49	0.093491	0.169342	0.144722	0.169342	0.001641	False	0	0.0
CCDC171	136	0.093483	0.193968	0.10954	0.193968	0.048589	False	0	0.0
ECHDC2	54	0.093472	0.131481	0.101332	0.128364	0.131481	False	0	0.0
MADD	79	0.093456	0.175099	0.118114	0.094834	0.175099	False	0	0.0
HDAC10	60	0.093454	0.182088	0.182088	0.0739	0.099682	False	0	0.0
WARS1	28	0.093444	0.174343	0.130762	0.174343	0.001878	False	0	0.0
RFLNA	23	0.093434	0.172334	0.172334	0.027567	0.109352	False	0	0.0
SYDE1	40	0.093428	0.251646	0.076783	0.064598	0.0	False	0	0.0
PRKDC	184	0.093399	0.160986	0.160986	0.1321	0.024596	False	0	0.0
SYNGR2	33	0.093398	0.140669	0.086627	0.140669	0.119707	False	0	0.0
FAM86B1	165	0.093395	0.166103	0.166103	0.113308	0.051011	False	0	0.0
NUAK2	46	0.093388	0.234488	0.07014	0.234488	0.095952	False	0	0.0
AP5B1	78	0.09337	0.199737	0.030209	0.062604	0.027162	False	0	0.0
LINC02150	5	0.09337	0.098012	0.089822	0.092278	None	False	0	0.0
N4BP2L2	69	0.093364	0.148992	0.148992	0.141892	0.001945	False	0	0.0
CYP1A1	50	0.09335	0.163516	0.053945	0.163516	0.138605	False	0	0.0
RETREG1	33	0.093347	0.172814	0.109274	0.172814	0.058839	False	0	0.0
ARHGEF26	55	0.09333	0.202433	0.112674	0.057424	0.202433	False	0	0.0
GEMIN4	98	0.093319	0.164568	0.164568	0.095636	0.075182	False	0	0.0
LOC105379102	10	0.093294	0.095	0.093444	0.095	None	False	0	0.0
ANKRD61	32	0.093293	0.178106	0.130897	0.178106	0.023215	False	0	0.0
NEMF	57	0.093281	0.144455	0.129047	0.134969	0.050453	False	0	0.0
C1orf185	9	0.093267	0.094299	0.091204	0.094299	None	False	0	0.0
IL27	19	0.093262	0.193258	0.193258	0.07778	0.044766	False	0	0.0
MTDH	28	0.093255	0.190527	0.033708	0.190527	0.153604	False	0	0.0
LSR	48	0.093238	0.184759	0.184759	0.011065	0.1375	False	0	0.0
BAIAP3	118	0.093196	0.208849	0.122217	0.072318	0.208849	False	0	0.0
SLFN13	99	0.093185	0.144089	0.084955	0.051849	0.106182	False	0	0.0
DICER1	77	0.093184	0.151988	0.057163	0.120812	0.151988	False	0	0.0
SLC12A7	162	0.093169	0.159647	0.143618	0.127768	0.025574	False	0	0.0
LOC107987157	8	0.093168	0.217811	0.086092	0.00419	0.09892	False	0	0.0
GPN1	17	0.093167	0.162147	0.143486	0.159	0.0	False	0	0.0
LOC105374007	7	0.093157	0.155594	0.030719	None	0.155594	False	0	0.0
RFXANK	22	0.093137	0.174269	0.174269	0.115323	0.041434	False	0	0.0
IGLV8-61	60	0.093136	0.172192	0.130709	0.172192	0.022085	False	0	0.0
ATXN1	109	0.093129	0.183658	0.109767	0.080828	0.183658	False	0	0.0
ZBTB24	27	0.093129	0.166741	0.140368	0.166741	0.008707	False	0	0.0
MAP2K2	47	0.093128	0.14046	0.132058	0.14046	0.092447	False	0	0.0
GRIN3B	160	0.093116	0.17709	0.083047	0.17709	0.135305	False	0	0.0
LOC105375112	24	0.093109	0.157193	0.142484	0.093936	0.071931	False	0	0.0
MFSD13A	58	0.093088	0.119127	0.104383	0.103745	0.119127	False	0	0.0
SOCS6	121	0.093083	0.174243	0.04347	0.174243	0.151121	False	0	0.0
ARSG	70	0.093081	0.161395	0.130511	0.062965	0.161395	False	0	0.0
INTS1	209	0.093076	0.160027	0.125895	0.082148	0.093564	False	0	0.0
SNPH	49	0.093074	0.214372	0.028518	0.183986	0.214372	False	0	0.0
HSH2D	44	0.093053	0.156273	0.104317	0.156273	0.038837	False	0	0.0
IMPACT	19	0.09305	0.202965	0.053692	0.202965	0.156805	False	0	0.0
CUEDC1	35	0.093048	0.198364	0.065326	0.136244	0.198364	False	0	0.0
SNX21	42	0.093046	0.197106	0.197106	0.138636	0.010053	False	0	0.0
RAB6D	20	0.093036	0.153714	0.13285	0.142907	0.011091	False	0	0.0
LINC00707	5	0.09301	0.252041	None	0.0	0.252041	False	0	0.0
PCNX4-DT	4	0.09301	0.18602	None	0.18602	0.0	False	0	0.0
CNOT6L	115	0.092995	0.225751	0.136432	0.225751	0.023537	False	0	0.0
TRAK1	108	0.092976	0.159887	0.085891	0.159887	0.098071	False	0	0.0
EPDR1	23	0.092969	0.150617	0.150617	0.023239	0.108631	False	0	0.0
TGFBR2	68	0.092963	0.174135	0.067119	0.174135	0.145493	False	0	0.0
SLAMF8	34	0.092959	0.110546	0.092046	0.099127	0.110546	False	0	0.0
ARHGEF18	151	0.092951	0.150247	0.150247	0.092045	0.05912	False	0	0.0
CCDC200	10	0.092946	0.17029	0.050671	0.057878	None	False	0	0.0
NGRN	21	0.092939	0.125167	0.068582	0.113881	0.08544	False	0	0.0
FRMD3	62	0.092916	0.152721	0.124715	0.099144	0.075212	False	0	0.0
RWDD4	18	0.092915	0.161695	0.129636	0.161695	0.013914	False	0	0.0
TSPAN8	21	0.092914	0.18152	0.18152	0.131753	0.045025	False	0	0.0
FBN2	151	0.092908	0.185479	0.049494	0.16697	0.185479	False	0	0.0
IGHVIII-47-1	11	0.092905	0.09382	0.091075	0.09382	None	False	0	0.0
SH2B2	62	0.0929	0.201366	0.040718	0.182218	0.201366	False	0	0.0
CFAP61	79	0.092899	0.166548	0.069951	0.158688	0.166548	False	0	0.0
CCNJL	49	0.092852	0.134338	0.134338	0.104391	0.033244	False	0	0.0
IQGAP2	135	0.092841	0.192263	0.066718	0.103143	0.192263	False	0	0.0
LY6G6F	19	0.092836	0.197081	0.197081	0.107318	0.015032	False	0	0.0
CCDC158	80	0.092828	0.146237	0.096464	0.126302	0.146237	False	0	0.0
HLA-DOA	29	0.092799	0.197119	0.126878	0.197119	0.016972	False	0	0.0
PRKCD	60	0.092774	0.165727	0.143871	0.165727	0.007115	False	0	0.0
URB2	85	0.092768	0.271539	0.056919	0.098586	0.271539	False	0	0.0
BOP1	66	0.092754	0.158165	0.115776	0.158165	0.05601	False	0	0.0
ZC3H7B	42	0.092754	0.170693	0.099982	0.051488	0.124878	False	0	0.0
LINC00708	8	0.092735	0.217154	0.015703	0.206922	0.217154	False	0	0.0
AGER	29	0.092717	0.138451	0.09604	0.138451	0.077395	False	0	0.0
ADGRL1	113	0.092706	0.175762	0.123532	0.175762	0.012176	False	0	0.0
TMPRSS7	84	0.092706	0.129477	0.129477	0.090153	0.063992	False	0	0.0
PRKAG1	16	0.092698	0.101154	0.082715	0.101154	None	False	0	0.0
CYP19A1	35	0.092697	0.188449	0.188449	0.124396	0.01999	False	0	0.0
XIRP1	139	0.092697	0.15804	0.15804	0.099918	0.060017	False	0	0.0
PLGRKT	17	0.092687	0.143324	0.143324	0.133582	0.035489	False	0	0.0
ABRA	18	0.092674	0.168837	0.108994	0.168837	0.056211	False	0	0.0
OR4B1	31	0.09266	0.185432	0.041128	0.06476	0.021782	False	0	0.0
NOP56	44	0.092648	0.181572	0.153446	0.181572	0.011086	False	0	0.0
LINC02476	13	0.092647	0.160077	0.068361	0.160077	0.124521	False	0	0.0
NLRP11	64	0.092624	0.126438	0.126438	0.100962	0.080708	False	0	0.0
KSR2	65	0.092614	0.189223	0.126749	0.189223	0.024604	False	0	0.0
MRPL19	14	0.092611	0.166193	0.135216	0.161645	0.0	False	0	0.0
SMIM23	16	0.092602	0.159479	0.121286	0.159479	0.004944	False	0	0.0
PRAMEF27	25	0.092591	0.159427	0.154172	0.159427	0.047897	False	0	0.0
JAKMIP3	108	0.092584	0.130716	0.130716	0.116224	0.117114	False	0	0.0
RHBDD1	68	0.092581	0.15158	0.127452	0.079156	0.15158	False	0	0.0
SUCNR1	13	0.09258	0.190898	0.190898	0.080131	0.046221	False	0	0.0
FASTKD3	37	0.092561	0.136961	0.125033	0.119052	0.071322	False	0	0.0
CCDC187	322	0.092558	0.145897	0.134226	0.145897	0.054959	False	0	0.0
NAALAD2	49	0.092548	0.178117	0.173061	0.178117	0.006307	False	0	0.0
GNA11	27	0.092543	0.183951	0.183951	0.174416	0.0	False	0	0.0
TRAJ47	4	0.09254	0.170845	0.011818	0.170845	None	False	0	0.0
ERCC4	59	0.092536	0.151795	0.117239	0.151795	0.049233	False	0	0.0
GLO1	7	0.092529	0.180407	0.080404	0.093215	0.180407	False	0	0.0
LOC124901355	24	0.0925	0.199041	0.199041	0.1242	0.014886	False	0	0.0
MIA2	106	0.092484	0.127701	0.115304	0.103744	0.127701	False	0	0.0
SLC23A3	21	0.092477	0.182098	None	None	None	False	0	0.0
SPATA6L	72	0.092473	0.163232	0.163232	0.069574	0.11438	False	0	0.0
TXNDC17	9	0.092471	0.095375	0.095375	0.094505	None	False	0	0.0
EPB41L4B	62	0.092462	0.153085	0.083141	0.148847	0.015907	False	0	0.0
KIN	19	0.09246	0.106219	0.098985	0.106219	0.077544	False	0	0.0
BTBD2	66	0.092456	0.182236	0.144337	0.090402	0.009606	False	0	0.0
LINC02277	3	0.092438	0.212105	0.212105	None	0.018613	False	0	0.0
TTK	42	0.092437	0.138802	0.118448	0.134964	0.06834	False	0	0.0
KRTAP10-4	74	0.092422	0.161564	0.161564	0.097744	0.046904	False	0	0.0
AOAH	78	0.092421	0.154298	0.123023	0.104428	0.064253	False	0	0.0
